"database","schema","table","column","type","mandatory","description"
"ros","ros_gn","mitigation_measures_mitigation_devices","mitigation_measure_id","integer","YES",
"ros","ros_gn","mitigation_measures_mitigation_devices","mitigation_device_code","character(2)","YES",
"ros","ros_gn","setting_operations","id","integer","YES",
"ros","ros_gn","setting_operations","end_setting_date_and_time","timestamp(6) without time zone","NO",
"ros","ros_gn","setting_operations","gillnet_sequential_original_id","integer","NO",
"ros","ros_gn","setting_operations","start_setting_date_and_time","timestamp(6) without time zone","NO",
"ros","ros_gn","setting_operations","vessel_speed","double precision","NO",
"ros","ros_gn","setting_operations","end_setting_latitude","double precision","NO",
"ros","ros_gn","setting_operations","end_setting_longitude","double precision","NO",
"ros","ros_gn","setting_operations","start_setting_latitude","double precision","NO",
"ros","ros_gn","setting_operations","start_setting_longitude","double precision","NO",
"ros","ros_gn","setting_operations","net_configuration_code","character(2)","NO",
"ros","ros_gn","setting_operations","net_deploy_depth_code","character(2)","NO",
"ros","ros_gn","setting_operations","net_setting_strategy_code","character(2)","NO",
"ros","ros_gn","sinkers_by_type","id","integer","YES",
"ros","ros_gn","sinkers_by_type","number","integer","NO",
"ros","ros_gn","sinkers_by_type","gillnet_configuration_id","integer","NO",
"ros","ros_gn","sinkers_by_type","sinker_material_type_code","character(2)","NO",
"ros","ros_gn","sinkers_by_type","average_sinker_weight_value","double precision","NO",
"ros","ros_gn","sinkers_by_type","average_sinker_weight_unit","character varying(3)","NO",
"ros","ros_gn","specimens","id","integer","YES",
"ros","ros_gn","specimens","specimen_original_id","character varying(255)","YES",
"ros","ros_gn","specimens","additional_catch_details_on_ssis_id","integer","NO",
"ros","ros_gn","specimens","additional_specimen_details_non_target_species_id","integer","NO",
"ros","ros_gn","specimens","biometric_information_id","integer","NO",
"ros","ros_gn","specimens","depredation_detail_id","integer","NO",
"ros","ros_gn","specimens","tag_detail_id","integer","NO",
"ros","ros_gn","specimens","catch_detail_id","integer","NO",
"ros","ros_gn","tag_details","id","integer","YES",
"ros","ros_gn","tag_details","alternate_tag_original_id","character varying(255)","NO",
"ros","ros_gn","tag_details","tag_original_id","character varying(255)","NO",
"ros","ros_gn","tag_details","tag_type_code","character(2)","NO",
"ros","ros_gn","tag_details","tag_finder_id","integer","NO",
"ros","ros_gn","tag_details","tag_recovery","character varying(5)","NO",
"ros","ros_gn","tag_details","tag_release","character varying(5)","NO",
"ros","refs_admin","countries","code","character(3)","YES",
"ros","refs_admin","countries","code_iso2","character(2)","YES",
"ros","refs_admin","countries","code_iso3","character(3)","YES",
"ros","refs_admin","countries","nocs_category","character varying(255)","YES",
"ros","refs_admin","countries","name_en","character varying(255)","YES",
"ros","refs_admin","countries","name_fr","character varying(255)","YES",
"ros","refs_admin","countries","description_en","character varying(4096)","YES",
"ros","refs_admin","countries","description_fr","character varying(4096)","YES",
"ros","refs_admin","cpc_history","cpc_code","character varying(4)","YES",
"ros","refs_admin","cpc_history","contracting_party","smallint","YES",
"ros","refs_admin","cpc_history","acceptance_date","date","YES",
"ros","refs_admin","cpc_history","withdrawal_date","date","NO",
"ros","refs_admin","cpc_to_flags","cpc_code","character varying(4)","YES",
"ros","refs_admin","cpc_to_flags","flag_code","character(3)","YES",
"ros","refs_admin","cpcs","code","character varying(4)","YES",
"ros","refs_admin","cpcs","name_en","character varying(255)","YES",
"ros","refs_admin","cpcs","name_fr","character varying(255)","YES",
"ros","refs_admin","cpcs","is_coastal","smallint","YES",
"ros","refs_admin","cpcs","is_sids","smallint","YES",
"ros","refs_admin","entities","code","character varying(4)","YES",
"ros","refs_admin","entities","code_iso2","character(2)","NO",
"ros","refs_admin","entities","code_iso3","character(3)","NO",
"ros","refs_admin","entities","nocs_category","character varying(255)","YES",
"ros","refs_admin","entities","name_en","character varying(255)","YES",
"ros","refs_admin","entities","name_fr","character varying(255)","YES",
"ros","refs_admin","entities","description_en","character varying(4096)","YES",
"ros","refs_admin","entities","description_fr","character varying(4096)","YES",
"ros","refs_admin","fleet_to_flags_and_fisheries","fleet_code","character varying(7)","YES",
"ros","refs_admin","fleet_to_flags_and_fisheries","reporting_entity_code","character varying(4)","YES",
"ros","refs_admin","fleet_to_flags_and_fisheries","flag_code","character varying(4)","YES",
"ros","refs_admin","fleet_to_flags_and_fisheries","iotc_main_area_code","character varying(32)","NO",
"ros","refs_admin","fleet_to_flags_and_fisheries","fishery_type_code","character(2)","NO",
"ros","refs_admin","fleet_to_flags_and_fisheries","gear_category_code","character(2)","NO",
"ros","refs_admin","fleet_to_flags_and_fisheries","gear_code","character varying(16)","NO",
"ros","refs_admin","fleet_to_flags_and_fisheries","gear_configuration_code","character(2)","NO",
"ros","refs_admin","fleet_to_flags_and_fisheries","fishing_mode_code","character(2)","NO",
"ros","refs_admin","fleet_to_flags_and_fisheries","target_species_code","character(2)","NO",
"ros","refs_admin","fleet_to_flags_and_fisheries","from_year","integer","NO",
"ros","refs_admin","fleet_to_flags_and_fisheries","to_year","integer","NO",
"ros","refs_admin","fleet_to_flags_and_fisheries","id","bigint","YES",
"ros","refs_admin","fleets","code","character varying(7)","YES",
"ros","refs_admin","fleets","name_en","character varying(100)","YES",
"ros","refs_admin","fleets","name_fr","character varying(100)","YES",
"ros","refs_admin","fleets","cpc_code","character varying(4)","NO",
"ros","refs_admin","fleets","description_fr","character varying(4096)","YES",
"ros","refs_admin","fleets","description_en","character varying(4096)","YES",
"ros","refs_admin","ports","code","character varying(16)","YES",
"ros","refs_admin","ports","country_code","character varying(16)","YES",
"ros","refs_admin","ports","name_en","character varying(255)","YES",
"ros","refs_admin","ports","name_fr","character varying(255)","NO",
"ros","refs_admin","ports","lat","double precision","NO",
"ros","refs_admin","ports","lon","double precision","NO",
"ros","refs_admin","ports","point","geography","NO",
"ros","refs_admin","species_reporting_requirements","gear_group_code","character(2)","YES",
"ros","refs_admin","species_reporting_requirements","species_code","character varying(16)","YES",
"ros","refs_admin","species_reporting_requirements","rav_retention_ban","smallint","YES",
"ros","refs_biology","bait_conditions","code","character(2)","YES",
"ros","refs_biology","bait_conditions","code_orig","character(3)","YES",
"ros","refs_biology","bait_conditions","name_en","character varying(255)","YES",
"ros","refs_biology","bait_conditions","name_fr","character varying(255)","YES",
"ros","refs_biology","fates","type_of_fate_code","character(2)","YES",
"ros","refs_biology","fates","code","character(2)","YES",
"ros","refs_biology","fates","name_en","character varying(255)","YES",
"ros","refs_biology","fates","name_fr","character varying(255)","YES",
"ros","refs_biology","fates","description_fr","character varying(4096)","YES",
"ros","refs_biology","fates","description_en","character varying(4096)","YES",
"ros","refs_biology","fates","code_orig","character(3)","YES",
"ros","refs_biology","gear_interactions","code","character(2)","YES",
"ros","refs_biology","gear_interactions","name_en","character varying(255)","YES",
"ros","refs_biology","gear_interactions","name_fr","character varying(255)","YES",
"ros","refs_biology","gear_interactions","description_fr","character varying(4096)","YES",
"ros","refs_biology","gear_interactions","description_en","character varying(4096)","YES",
"ros","refs_biology","handling_methods","code","character(2)","YES",
"ros","refs_biology","handling_methods","code_orig","character(2)","YES",
"ros","refs_biology","handling_methods","name_en","character varying(255)","YES",
"ros","refs_biology","handling_methods","name_fr","character varying(255)","YES",
"ros","refs_biology","handling_methods","description_fr","character varying(4096)","YES",
"ros","refs_biology","handling_methods","description_en","character varying(4096)","YES",
"ros","refs_biology","incidental_captures_conditions","code","character varying(3)","YES",
"ros","refs_biology","incidental_captures_conditions","name_en","character varying(512)","YES",
"ros","refs_biology","incidental_captures_conditions","name_fr","character varying(512)","YES",
"ros","refs_biology","incidental_captures_conditions","description_fr","character varying(4096)","YES",
"ros","refs_biology","incidental_captures_conditions","description_en","character varying(4096)","YES",
"ros","refs_biology","measurement_tools","type_of_measurement_code","character(2)","YES",
"ros","refs_biology","measurement_tools","code","character(2)","YES",
"ros","refs_biology","measurement_tools","name_en","character varying(255)","YES",
"ros","refs_biology","measurement_tools","name_fr","character varying(255)","YES",
"ros","refs_biology","measurement_tools","description_fr","character varying(4096)","YES",
"ros","refs_biology","measurement_tools","description_en","character varying(4096)","YES",
"ros","refs_biology","measurements","type_of_measurement_code","character(2)","YES",
"ros","refs_biology","measurements","code","character(2)","YES",
"ros","refs_biology","measurements","name_en","character varying(255)","YES",
"ros","refs_biology","measurements","description_en","character varying(255)","YES",
"ros","refs_biology","measurements","name_fr","character varying(255)","YES",
"ros","refs_biology","measurements","description_fr","character varying(255)","YES",
"ros","refs_biology","measurements","code_orig","character(3)","YES",
"ros","refs_biology","recommended_measurements","species_code","character varying(16)","YES",
"ros","refs_biology","recommended_measurements","type_of_measurement_code","character(2)","YES",
"ros","refs_biology","recommended_measurements","measurement_code","character(2)","YES",
"ros","refs_biology","recommended_measurements","default_measurement_interval","smallint","YES",
"ros","refs_biology","recommended_measurements","max_measurement_interval","smallint","YES",
"ros","refs_biology","recommended_measurements","min_measurement","smallint","YES",
"ros","refs_biology","recommended_measurements","max_measurement","smallint","YES",
"ros","refs_biology","sampling_methods_for_catch_estimation","code","character(2)","YES",
"ros","refs_biology","sampling_methods_for_catch_estimation","code_orig","character(3)","YES",
"ros","refs_biology","sampling_methods_for_catch_estimation","name_en","character varying(255)","YES",
"ros","refs_biology","sampling_methods_for_catch_estimation","name_fr","character varying(255)","YES",
"ros","refs_biology","sampling_methods_for_catch_estimation","description_fr","character varying(4096)","YES",
"ros","refs_biology","sampling_methods_for_catch_estimation","description_en","character varying(4096)","YES",
"ros","refs_biology","sampling_methods_for_sampling_collections","code","character(2)","YES",
"ros","refs_biology","sampling_methods_for_sampling_collections","code_orig","character(3)","YES",
"ros","refs_biology","sampling_methods_for_sampling_collections","name_en","character varying(255)","YES",
"ros","refs_biology","sampling_methods_for_sampling_collections","name_fr","character varying(255)","YES",
"ros","refs_biology","sampling_methods_for_sampling_collections","description_fr","character varying(4096)","YES",
"ros","refs_biology","sampling_methods_for_sampling_collections","description_en","character varying(4096)","YES",
"ros","refs_biology","sampling_protocols","code","character(2)","YES",
"ros","refs_biology","sampling_protocols","code_orig","character varying(3)","YES",
"ros","refs_biology","sampling_protocols","name_en","character varying(255)","YES",
"ros","refs_biology","sampling_protocols","name_fr","character varying(255)","YES",
"ros","refs_biology","sampling_protocols","description_fr","character varying(4096)","YES",
"ros","refs_biology","sampling_protocols","description_en","character varying(4096)","YES",
"ros","refs_biology","scars","code","character varying(3)","YES",
"ros","refs_biology","scars","name_en","character varying(512)","YES",
"ros","refs_biology","scars","name_fr","character varying(512)","YES",
"ros","refs_biology","scars","description_fr","character varying(4096)","YES",
"ros","refs_biology","scars","description_en","character varying(4096)","YES",
"ros","refs_biology","sex","code","character(1)","YES",
"ros","refs_biology","sex","name_en","character varying(255)","YES",
"ros","refs_biology","sex","name_fr","character varying(255)","YES",
"ros","refs_biology","sex","is_determined","smallint","YES",
"ros","refs_biology","sex","code_orig","character(3)","YES",
"ros","refs_biology","species","code","character varying(16)","YES",
"ros","refs_biology","species","name_en","character varying(255)","NO",
"ros","refs_biology","species","name_fr","character varying(255)","NO",
"ros","refs_biology","species","name_scientific","character varying(255)","NO",
"ros","refs_biology","species","species_group_code","character varying(16)","YES",
"ros","refs_biology","species","species_category_code","character varying(16)","YES",
"ros","refs_biology","species","species_family","character varying(64)","NO",
"ros","refs_biology","species","species_order","character varying(64)","NO",
"ros","refs_biology","species","is_iotc","smallint","YES",
"ros","refs_biology","species","is_target","smallint","NO",
"ros","refs_biology","species","is_ssi","smallint","YES",
"ros","refs_biology","species","is_predator","smallint","NO",
"ros","refs_biology","species","is_bait","smallint","YES",
"ros","refs_biology","species","is_aggregate","smallint","YES",
"ros","refs_biology","species","is_asfis","smallint","NO",
"ros","refs_biology","species_aggregates","species_aggregate_code","character varying(16)","YES",
"ros","refs_biology","species_aggregates","species_code","character varying(16)","YES",
"ros","refs_biology","species_categories","code","character varying(16)","YES",
"ros","refs_biology","species_categories","name_en","character varying(255)","YES",
"ros","refs_biology","species_categories","name_fr","character varying(255)","YES",
"ros","refs_biology","species_groups","code","character varying(16)","YES",
"ros","refs_biology","species_groups","name_en","character varying(255)","YES",
"ros","refs_biology","species_groups","name_fr","character varying(255)","YES",
"ros","refs_biology","tag_types","code","character(2)","YES",
"ros","refs_biology","tag_types","code_orig","character varying(16)","YES",
"ros","refs_biology","tag_types","name_en","character varying(255)","YES",
"ros","refs_biology","tag_types","name_fr","character varying(255)","YES",
"ros","refs_biology","tag_types","description_fr","character varying(4096)","YES",
"ros","refs_biology","tag_types","description_en","character varying(4096)","YES",
"ros","refs_biology","types_of_fate","code","character(2)","YES",
"ros","refs_biology","types_of_fate","name_en","character varying(255)","YES",
"ros","refs_biology","types_of_fate","name_fr","character varying(255)","YES",
"ros","refs_biology","types_of_measurement","code","character(2)","YES",
"ros","refs_biology","types_of_measurement","name_en","character varying(255)","YES",
"ros","refs_biology","types_of_measurement","name_fr","character varying(255)","YES",
"ros","refs_biology","types_of_measurement","default_unit","character(2)","YES",
"ros","refs_biology","types_of_measurement","description_fr","character varying(4096)","YES",
"ros","refs_biology","types_of_measurement","description_en","character varying(4096)","YES",
"ros","refs_data","datasets","code","character(2)","YES","Unique code identifying the dataset type (e.g., CE, DI, FA)"
"ros","refs_data","datasets","name_en","character varying(255)","YES","English label of the dataset type, concise and suitable for code lists"
"ros","refs_data","datasets","name_fr","character varying(255)","YES","French label of the dataset type, concise and suitable for code lists"
"ros","refs_data","datasets","description_fr","character varying(4096)","YES","French description explaining the content and purpose of the dataset"
"ros","refs_data","datasets","description_en","character varying(4096)","YES","English description explaining the content and purpose of the dataset"
"ros","refs_data","logical_responses","code","character varying(5)","YES",
"ros","refs_data","logical_responses","name_en","character varying(255)","YES",
"ros","refs_data","logical_responses","name_fr","character varying(255)","YES",
"ros","refs_data","logical_responses","description_en","character varying(255)","YES",
"ros","refs_data","logical_responses","description_fr","character varying(255)","YES",
"ros","refs_data","processings","dataset_code","character(2)","YES","Type of data: CE = Catch & Effort, FA = FAD-related, DI = Discards, FC = Fishing Crafts, RC = Retained Catches, SF = Fish length/weight frequency"
"ros","refs_data","processings","code","character(2)","YES","Short code identifying the processing method (e.g., BR, EP, ES, LS, NO, SB, SP, SS, TE, UN, OR, AR, AU, etc.)"
"ros","refs_data","processings","name_en","text","YES","English short name of the processing method"
"ros","refs_data","processings","name_fr","text","YES","French short name of the processing method"
"ros","refs_data","processings","description_fr","character varying(4096)","YES","Detailed French description of the processing method, including how data are estimated, sampled, or aggregated"
"ros","refs_data","processings","description_en","character varying(4096)","YES","Detailed English description of the processing method, including how data are estimated, sampled, or aggregated"
"ros","refs_data","sources","dataset_code","character(2)","YES","Type of data: CE = Catch & Effort, DI = Discards, FA = FAD-related activities, FC = Fishing Crafts, RC = Retained Catches, RO = Regional Observer data, SF = Fish length/weight frequency"
"ros","refs_data","sources","code","character(2)","YES","Short code identifying the source within the data type (e.g., EL, LG, OB, RS, TR, UN, GV, RG, PA, PR, CS, EM)"
"ros","refs_data","sources","name_en","character varying(255)","YES","English description of the source code"
"ros","refs_data","sources","name_fr","character varying(255)","YES","French description of the source code"
"ros","refs_data","sources","description_fr","character varying(4096)","YES","Detailed French description of what the source represents or how the data are collected/monitored"
"ros","refs_data","sources","description_en","character varying(4096)","YES","Detailed English description of what the source represents or how the data are collected/monitored"
"ros","refs_fishery","bait_fishing_methods","code","character(2)","YES",
"ros","refs_fishery","bait_fishing_methods","code_orig","character varying(3)","YES",
"ros","refs_fishery","bait_fishing_methods","name_en","character varying(255)","YES",
"ros","refs_fishery","bait_fishing_methods","name_fr","character varying(255)","YES",
"ros","refs_fishery","bait_fishing_methods","description_fr","character varying(4096)","YES",
"ros","refs_fishery","bait_fishing_methods","description_en","character varying(4096)","YES",
"ros","refs_fishery","branchline_storages","code","character(2)","YES",
"ros","refs_fishery","branchline_storages","code_orig","character varying(16)","YES",
"ros","refs_fishery","branchline_storages","name_en","character varying(255)","YES",
"ros","refs_fishery","branchline_storages","name_fr","character varying(255)","YES",
"ros","refs_fishery","branchline_storages","description_fr","character varying(4096)","YES",
"ros","refs_fishery","branchline_storages","description_en","character varying(4096)","YES",
"ros","refs_fishery","dehooker_types","code","character(2)","YES",
"ros","refs_fishery","dehooker_types","name_en","character varying(255)","YES",
"ros","refs_fishery","dehooker_types","name_fr","character varying(255)","YES",
"ros","refs_fishery","dehooker_types","description_fr","character varying(4096)","YES",
"ros","refs_fishery","dehooker_types","description_en","character varying(4096)","YES",
"ros","refs_fishery","fad_raft_designs","code","character(2)","YES",
"ros","refs_fishery","fad_raft_designs","code_orig","character varying(3)","YES",
"ros","refs_fishery","fad_raft_designs","name_en","character varying(255)","YES",
"ros","refs_fishery","fad_raft_designs","name_fr","character varying(255)","YES",
"ros","refs_fishery","fad_raft_designs","description_fr","character varying(4096)","YES",
"ros","refs_fishery","fad_raft_designs","description_en","character varying(4096)","YES",
"ros","refs_fishery","fad_tail_designs","code","character(2)","YES",
"ros","refs_fishery","fad_tail_designs","code_orig","character varying(3)","YES",
"ros","refs_fishery","fad_tail_designs","name_en","character varying(255)","YES",
"ros","refs_fishery","fad_tail_designs","name_fr","character varying(255)","YES",
"ros","refs_fishery","fad_tail_designs","description_fr","character varying(4096)","YES",
"ros","refs_fishery","fad_tail_designs","description_en","character varying(4096)","YES",
"ros","refs_fishery","fish_preservation_methods","code","character(2)","YES",
"ros","refs_fishery","fish_preservation_methods","name_en","character varying(255)","YES",
"ros","refs_fishery","fish_preservation_methods","name_fr","character varying(255)","YES",
"ros","refs_fishery","fish_preservation_methods","description_fr","character varying(4096)","YES",
"ros","refs_fishery","fish_preservation_methods","description_en","character varying(4096)","YES",
"ros","refs_fishery","fish_preservation_methods","code_orig","character(3)","YES",
"ros","refs_fishery","fish_processing_types","code","character(2)","YES",
"ros","refs_fishery","fish_processing_types","name_en","character varying(255)","YES",
"ros","refs_fishery","fish_processing_types","name_fr","character varying(255)","YES",
"ros","refs_fishery","fish_processing_types","description_fr","character varying(4096)","YES",
"ros","refs_fishery","fish_processing_types","description_en","character varying(4096)","YES",
"ros","refs_fishery","fish_storage_types","code","character(2)","YES",
"ros","refs_fishery","fish_storage_types","name_en","character varying(255)","YES",
"ros","refs_fishery","fish_storage_types","name_fr","character varying(255)","YES",
"ros","refs_fishery","fish_storage_types","description_fr","character varying(4096)","YES",
"ros","refs_fishery","fish_storage_types","description_en","character varying(4096)","YES",
"ros","refs_fishery","fisheries","code","character varying(64)","YES",
"ros","refs_fishery","fisheries","name_en","character varying(255)","YES",
"ros","refs_fishery","fisheries","name_fr","character varying(255)","YES",
"ros","refs_fishery","fisheries","fishery_category_code","character varying(16)","YES",
"ros","refs_fishery","fisheries","fishery_type_code","character(2)","YES",
"ros","refs_fishery","fisheries","gear_code","character varying(16)","YES",
"ros","refs_fishery","fisheries","gear_configuration_code","character(2)","NO",
"ros","refs_fishery","fisheries","fishing_mode_code","character(2)","NO",
"ros","refs_fishery","fisheries","target_species_code","character(2)","NO",
"ros","refs_fishery","fisheries","iotdb_gear_code","character varying(6)","NO",
"ros","refs_fishery","fisheries","iotc_fishery_code","character varying(16)","NO",
"ros","refs_fishery","fisheries","description_fr","character varying(4096)","YES",
"ros","refs_fishery","fisheries","description_en","character varying(4096)","YES",
"ros","refs_fishery","float_types","code","character(2)","YES",
"ros","refs_fishery","float_types","code_orig","character(3)","YES",
"ros","refs_fishery","float_types","name_en","character varying(255)","YES",
"ros","refs_fishery","float_types","name_fr","character varying(255)","YES",
"ros","refs_fishery","float_types","description_fr","character varying(4096)","YES",
"ros","refs_fishery","float_types","description_en","character varying(4096)","YES",
"ros","refs_fishery","hook_and_terminal_devices","code","character(3)","YES",
"ros","refs_fishery","hook_and_terminal_devices","name_en","character varying(255)","YES",
"ros","refs_fishery","hook_and_terminal_devices","name_fr","character varying(255)","YES",
"ros","refs_fishery","hook_and_terminal_devices","description_en","character varying(4096)","YES",
"ros","refs_fishery","hook_and_terminal_devices","description_fr","character varying(4096)","YES",
"ros","refs_fishery","hull_material_types","code","character(2)","YES",
"ros","refs_fishery","hull_material_types","code_orig","character(3)","YES",
"ros","refs_fishery","hull_material_types","name_en","character varying(255)","YES",
"ros","refs_fishery","hull_material_types","name_fr","character varying(255)","YES",
"ros","refs_fishery","hull_material_types","description_fr","character varying(4096)","YES",
"ros","refs_fishery","hull_material_types","description_en","character varying(4096)","YES",
"ros","refs_fishery","light_colours","code","character(2)","YES",
"ros","refs_fishery","light_colours","name_en","character varying(255)","YES",
"ros","refs_fishery","light_colours","name_fr","character varying(255)","YES",
"ros","refs_fishery","light_colours","description_fr","character varying(4096)","YES",
"ros","refs_fishery","light_colours","description_en","character varying(4096)","YES",
"ros","refs_fishery","light_types","code","character(2)","YES",
"ros","refs_fishery","light_types","name_en","character varying(255)","YES",
"ros","refs_fishery","light_types","name_fr","character varying(255)","YES",
"ros","refs_fishery","light_types","description_fr","character varying(4096)","YES",
"ros","refs_fishery","light_types","description_en","character varying(4096)","YES",
"ros","refs_fishery","line_material_types","code","character(2)","YES",
"ros","refs_fishery","line_material_types","code_orig","character(3)","YES",
"ros","refs_fishery","line_material_types","name_en","character varying(255)","YES",
"ros","refs_fishery","line_material_types","name_fr","character varying(255)","YES",
"ros","refs_fishery","line_material_types","description_fr","character varying(4096)","YES",
"ros","refs_fishery","line_material_types","description_en","character varying(4096)","YES",
"ros","refs_fishery","mitigation_devices","code","character(2)","YES",
"ros","refs_fishery","mitigation_devices","code_orig","character(3)","YES",
"ros","refs_fishery","mitigation_devices","name_en","character varying(255)","YES",
"ros","refs_fishery","mitigation_devices","name_fr","character varying(255)","YES",
"ros","refs_fishery","mitigation_devices","description_fr","character varying(4096)","YES",
"ros","refs_fishery","mitigation_devices","description_en","character varying(4096)","YES",
"ros","refs_fishery","net_colours","code","character(2)","YES",
"ros","refs_fishery","net_colours","code_orig","character(3)","YES",
"ros","refs_fishery","net_colours","name_en","character varying(255)","YES",
"ros","refs_fishery","net_colours","name_fr","character varying(255)","YES",
"ros","refs_fishery","net_colours","description_fr","character varying(4096)","YES",
"ros","refs_fishery","net_colours","description_en","character varying(4096)","YES",
"ros","refs_fishery","net_conditions","code","character(2)","YES",
"ros","refs_fishery","net_conditions","code_orig","character(3)","YES",
"ros","refs_fishery","net_conditions","name_en","character varying(255)","YES",
"ros","refs_fishery","net_conditions","name_fr","character varying(255)","YES",
"ros","refs_fishery","net_conditions","description_fr","character varying(255)","NO",
"ros","refs_fishery","net_conditions","description_en","character varying(255)","NO",
"ros","refs_fishery","net_configurations","code","character(2)","YES",
"ros","refs_fishery","net_configurations","name_en","character varying(255)","YES",
"ros","refs_fishery","net_configurations","name_fr","character varying(255)","YES",
"ros","refs_fishery","net_configurations","description_fr","character varying(4096)","YES",
"ros","refs_fishery","net_configurations","description_en","character varying(4096)","YES",
"ros","refs_fishery","net_deploy_depths","code","character(2)","YES",
"ros","refs_fishery","net_deploy_depths","code_orig","character(3)","YES",
"ros","refs_fishery","net_deploy_depths","name_en","character varying(255)","YES",
"ros","refs_fishery","net_deploy_depths","name_fr","character varying(255)","YES",
"ros","refs_fishery","net_deploy_depths","description_fr","character varying(4096)","YES",
"ros","refs_fishery","net_deploy_depths","description_en","character varying(4096)","YES",
"ros","refs_fishery","net_setting_strategies","code","character(2)","YES",
"ros","refs_fishery","net_setting_strategies","code_orig","character(3)","YES",
"ros","refs_fishery","net_setting_strategies","name_en","character varying(255)","YES",
"ros","refs_fishery","net_setting_strategies","name_fr","character varying(255)","YES",
"ros","refs_fishery","net_setting_strategies","description_fr","character varying(4096)","YES",
"ros","refs_fishery","net_setting_strategies","description_en","character varying(4096)","YES",
"ros","refs_fishery","reasons_days_lost","code","character(2)","YES",
"ros","refs_fishery","reasons_days_lost","code_orig","character(3)","YES",
"ros","refs_fishery","reasons_days_lost","name_en","character varying(255)","YES",
"ros","refs_fishery","reasons_days_lost","name_fr","character varying(255)","YES",
"ros","refs_fishery","reasons_days_lost","description_fr","character varying(255)","NO",
"ros","refs_fishery","reasons_days_lost","description_en","character varying(255)","NO",
"ros","refs_fishery","school_detection_methods","code","character(2)","YES",
"ros","refs_fishery","school_detection_methods","code_orig","character varying(3)","YES",
"ros","refs_fishery","school_detection_methods","name_en","character varying(255)","YES",
"ros","refs_fishery","school_detection_methods","name_fr","character varying(255)","YES",
"ros","refs_fishery","school_sighting_cues","code","character(2)","YES",
"ros","refs_fishery","school_sighting_cues","code_orig","character varying(4)","YES",
"ros","refs_fishery","school_sighting_cues","name_en","character varying(255)","YES",
"ros","refs_fishery","school_sighting_cues","name_fr","character varying(255)","YES",
"ros","refs_fishery","school_sighting_cues","school_type_category_code","character(2)","YES",
"ros","refs_fishery","school_sighting_cues","description_fr","character varying(4096)","YES",
"ros","refs_fishery","school_sighting_cues","description_en","character varying(4096)","YES",
"ros","refs_fishery","school_type_categories","code","character(2)","YES",
"ros","refs_fishery","school_type_categories","name_en","character varying(255)","YES",
"ros","refs_fishery","school_type_categories","name_fr","character varying(255)","YES",
"ros","refs_fishery","school_type_categories","description_fr","character varying(4096)","YES",
"ros","refs_fishery","school_type_categories","description_en","character varying(4096)","YES",
"ros","refs_fishery","sinker_material_types","code","character(2)","YES",
"ros","refs_fishery","sinker_material_types","code_orig","character(3)","YES",
"ros","refs_fishery","sinker_material_types","name_en","character varying(255)","YES",
"ros","refs_fishery","sinker_material_types","name_fr","character varying(255)","YES",
"ros","refs_fishery","sinker_material_types","description_fr","character varying(4096)","YES",
"ros","refs_fishery","sinker_material_types","description_en","character varying(4096)","YES",
"ros","refs_fishery","surface_fishery_activities","code","character varying(3)","YES",
"ros","refs_fishery","surface_fishery_activities","name_en","character varying(512)","YES",
"ros","refs_fishery","surface_fishery_activities","name_fr","character varying(512)","YES",
"ros","refs_fishery","surface_fishery_activities","pl","smallint","YES",
"ros","refs_fishery","surface_fishery_activities","ps","smallint","YES",
"ros","refs_fishery","surface_fishery_activities","description_fr","character varying(4096)","YES",
"ros","refs_fishery","surface_fishery_activities","description_en","character varying(4096)","YES",
"ros","refs_fishery","vessel_types","code","character(3)","YES",
"ros","refs_fishery","vessel_types","name_en","character varying(255)","YES",
"ros","refs_fishery","vessel_types","name_fr","character varying(255)","YES",
"ros","refs_fishery","vessel_types","description_en","text","YES",
"ros","refs_fishery","vessel_types","description_fr","text","YES",
"ros","refs_fishery","waste_categories","code","character(2)","YES",
"ros","refs_fishery","waste_categories","name_en","character varying(255)","YES",
"ros","refs_fishery","waste_categories","name_fr","character varying(255)","YES",
"ros","refs_fishery","waste_categories","description_fr","character varying(255)","NO",
"ros","refs_fishery","waste_categories","description_en","character varying(255)","NO",
"ros","refs_fishery","waste_disposal_methods","code","character(2)","YES",
"ros","refs_fishery","waste_disposal_methods","name_en","character varying(255)","YES",
"ros","refs_fishery","waste_disposal_methods","name_fr","character varying(255)","YES",
"ros","refs_fishery","waste_disposal_methods","description_fr","character varying(255)","NO",
"ros","refs_fishery","waste_disposal_methods","description_en","character varying(255)","NO",
"ros","refs_fishery_config","areas_of_operation","code","character varying(16)","YES",
"ros","refs_fishery_config","areas_of_operation","name_en","character varying(64)","YES",
"ros","refs_fishery_config","areas_of_operation","name_fr","character varying(64)","YES",
"ros","refs_fishery_config","areas_of_operation","description_en","character varying(512)","YES",
"ros","refs_fishery_config","areas_of_operation","description_fr","character varying(512)","YES",
"ros","refs_fishery_config","fishery_categories","code","character varying(16)","YES",
"ros","refs_fishery_config","fishery_categories","name_en","character varying(255)","YES",
"ros","refs_fishery_config","fishery_categories","name_fr","character varying(255)","YES",
"ros","refs_fishery_config","fishery_categories","description_en","character varying(512)","YES",
"ros","refs_fishery_config","fishery_categories","description_fr","character varying(512)","YES",
"ros","refs_fishery_config","fishery_categories","rav_vessels","smallint","YES",
"ros","refs_fishery_config","fishery_categories","minimum_grid_size","character(9)","NO",
